Field,Journal Title,AJG 2024,AJG 2021,Citescore rank,SNIP rank,SJR rank,JIF rank,SDG content (2017-21),International co-authorship (2017-21),Academic-non-academic collaborations (2017-21),Citations policy docs (2017-21),ISSN,Publisher,JCR_2021_JIF,JCR_2021_JCI,JCR_2021_JIF_Quartile,JCR_2021_Total_Citations,Eigenfactor,Article_Influence_Score,JCR_Category,JCR_2023_JIF,JCR_2023_JCI,JCR_2023_JIF_Quartile,JCR_2023_Total_Citations,JCR_2023_Eigenfactor,JCR_2023_AIS,JCR_2023_Category
SECTOR,International Journal of Sports Marketing and Sponsorship,1,1,85,79,83,64,23%,44%,10%,0.029,14646668,Emerald,2.527,0.68,Q4,918,0.001,0.344,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",,,,,,,
SECTOR,Journal of China Tourism Research,1,1,88,100,78,56%,52%,7%,0.042,,19388179,Taylor & Francis,,0.49,,656,0.001,0.309,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",,,,,,,
SECTOR,Journal of Cleaner Production,1,2,5,7,15,5,86%,36%,31%,0.367,18791786,Elsevier,11.072,1.51,Q1,250231,0.229,1.376,"ENGINEERING, ENVIRONMENTAL - SCIE",,,,,,,
SECTOR,Journal of Convention and Event Tourism,1,1,95,89,98,34%,32%,11%,0.088,,15470156,Taylor & Francis,,0.35,,443,0.0,0.186,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",,,,,,,
SECTOR,Journal of Destination Marketing and Management,1,1,22,18,25,18,46%,46%,11%,0.119,2212571X,Elsevier,7.158,1.84,Q2,4081,0.004,1.234,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",8.9,2.18,Q1,4966,0.006,1.507,MANAGEMENT
SECTOR,Journal of Ecotourism,1,1,51,61,65,96%,46%,30%,0.242,,,,,,,,,,,,,,,,,
SECTOR,Journal of Foodservice Business Research,1,1,87,95,94,24%,22%,7%,0.024,,,,,,,,,,,,,,,,,
SECTOR,Journal of Heritage Tourism,1,62,62,67,80%,27%,10%,0.051,,,,,,,,,,,,,,,,,,
SECTOR,Journal of Hospitality and Tourism Education,1,1,91,73,87,55%,22%,7%,0.027,,23256540,Taylor & Francis,,1.38,,635,0.0,0.242,EDUCATION & EDUCATIONAL RESEARCH - ESCI,,,,,,,
SECTOR,Journal of Hospitality and Tourism Technology,1,1,40,63,45,25,33%,35%,8%,0.066,17579899,Emerald,5.576,0.95,Q2,1285,0.001,0.756,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",,,,,,,
SECTOR,Journal of Hospitality Marketing and Management,1,1,17,33,23,9,27%,48%,7%,0.058,19368631,Taylor & Francis,9.821,1.69,Q1,3296,0.003,1.229,BUSINESS - SSCI,11.9,2.51,Q1,4066,0.004,2.076,BUSINESS
SECTOR,"Journal of Hospitality, Leisure, Sport and Tourism Education",1,1,73,54,75,61,61%,26%,9%,0.000,,,,,,,,,,,,,,,,
SECTOR,Journal of Human Resources in Hospitality and Tourism,1,1,77,66,65,47%,37%,12%,0.016,,,,,,,,,,,,,,,,,
SECTOR,Journal of Media Business Studies,1,1,82,87,68,24%,33%,4%,0.253,,16522354,Taylor & Francis,,0.51,,453,0.001,0.697,BUSINESS - ESCI,0.6,0.24,Q4,336,0,0.507,BUSINESS
SECTOR,Journal of Outdoor Recreation and Tourism,1,1,54,53,60,39,71%,30%,28%,0.249,22130799,Elsevier,3.462,0.88,Q3,1027,0.001,0.54,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",,,,,,,
SECTOR,"Journal of Policy Research in Tourism, Leisure and Events",1,1,70,82,77,63%,39%,13%,0.089,,19407971,Taylor & Francis,,0.61,,671,0.001,0.425,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",,,,,,,
SECTOR,Journal of Quality Assurance in Hospitality and Tourism,1,1,65,83,69,34%,38%,13%,0.014,,1528008X,Taylor & Francis,,0.53,,1067,0.001,0.344,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",,,,,,,
SECTOR,Journal of Sport and Tourism,1,1,70,69,71,42%,41%,9%,0.114,,,,,,,,,,,,,,,,,
SECTOR,Journal of the Textile Institute,1,1,79,67,89,66,12%,20%,28%,0.015,17542340,Taylor & Francis,1.77,0.48,Q2,4798,0.003,0.232,"MATERIALS SCIENCE, TEXTILES - SCIE",,,,,,,
SECTOR,Journal of Transport Economics and Policy,1,2,72,78,59,67,42%,31%,26%,0.000,17545951,University of Bath,0.613,0.27,Q4,1213,0.0,0.353,ECONOMICS - SSCI,0.9,0.23,Q3,919,0,0.261,ECONOMICS
SECTOR,Journal of Vacation Marketing,1,1,43,44,41,38,31%,47%,20%,0.063,14791870,SAGE,4.0,0.82,Q3,2122,0.001,0.622,BUSINESS - SSCI,4.5,1.02,Q1,2079,0.001,0.785,BUSINESS
SECTOR,Managing Leisure: An International Journal,1,1,96,90,93,32%,30%,9%,0.205,,23750480,Taylor & Francis,,0.81,,787,0.001,0.613,MANAGEMENT - ESCI,,,,,,,
SECTOR,Marine Resource Economics,1,1,45,56,48,54,66%,41%,37%,0.590,23345985,University of Chicago Press,2.811,0.8,Q2,1125,0.001,0.712,ECONOMICS - SSCI,2,0.74,Q2,1001,0,0.496,ECONOMICS
SECTOR,Maritime Economics and Logistics,1,1,51,40,50,55,45%,41%,21%,0.586,1479294X,Springer Nature,3.841,0.68,Q3,1192,0.001,0.592,TRANSPORTATION - SSCI,,,,,,,
SECTOR,Non-Profit Management & Leadership,1,1,64,50,42,57,29%,22%,7%,0.168,15427854,Wiley-Blackwell,2.627,0.8,Q4,1694,0.001,0.719,MANAGEMENT - SSCI,,,,,,,
SECTOR,Nutrition and Food Science,1,1,93,99,102,49%,15%,22%,0.032,,00346659,Emerald,,0.28,,1503,0.001,0.193,FOOD SCIENCE & TECHNOLOGY - ESCI,,,,,,,
SECTOR,PASOS Journal of Tourism and Cultural Heritage,1,1,71%,14%,9%,0.135,,,,,16957121,Revista PASOS,,0.16,,579,0.0,0.14,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",,,,,,,
SECTOR,Property Management,1,1,99,86,97,63%,25%,11%,0.076,,02637472,Emerald,,0.26,,651,0.0,0.18,MANAGEMENT - ESCI,1.1,0.24,Q4,635,0,0.211,MANAGEMENT
SECTOR,Service Business,1,1,37,43,54,48,20%,38%,8%,0.102,18628508,Springer Nature,5.236,0.99,Q2,1192,0.001,0.52,BUSINESS - SSCI,4.4,1.1,Q2,1295,0.001,0.622,BUSINESS
SECTOR,Sport Marketing Quarterly,1,1,78,70,82,59,9%,23%,11%,0.000,15572528,FiT Publishing,2.395,0.57,Q4,1010,0.0,0.463,BUSINESS - SSCI,2,0.46,Q3,1080,0,0.493,BUSINESS
SECTOR,"Sport, Business and Management: An International Journal",1,1,91,97,96,22%,44%,10%,0.041,,20426798,Emerald,,0.45,,487,0.0,0.313,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",,,,,,,
SECTOR,Telecommunications Policy,1,1,36,31,44,47,65%,41%,21%,1.418,18793258,Elsevier,4.497,1.38,Q1,3209,0.003,0.794,COMMUNICATION - SSCI,,,,,,,
SECTOR,Tourism Review,1,1,47,52,46,13,54%,45%,9%,0.126,17598451,Emerald,7.689,1.58,Q1,2836,0.002,0.885,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",,,,,,,
SECTOR,"Tourism, Culture and Communication",1,1,103,103,103,53%,33%,11%,0.018,,,,,,,,,,,,,,,,,
SECTOR,Tourism: An International Interdisciplinary Journal,1,1,98,94,99,66%,25%,17%,0.022,,,,,,,,,,,,,,,,,
SECTOR,Tourist Studies,1,2,75,58,61,60,45%,31%,7%,0.030,17413206,SAGE,2.759,0.62,Q3,1021,0.001,0.54,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",,,,,,,
SECTOR,Utilities Policy,1,1,44,57,47,51,69%,32%,30%,0.609,18784356,Elsevier,3.247,0.54,Q3,2603,0.003,0.627,ENERGY & FUELS - SCIE,,,,,,,
SECTOR,Visitor Studies,1,1,89,65,86,21%,22%,23%,0.016,,19347715,Taylor & Francis,,0.35,,385,0.0,0.527,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",,,,,,,
SECTOR,World Leisure Journal,1,1,101,101,100,49%,35%,12%,0.082,,,,,,,,,,,,,,,,,
SECTOR,Worldwide Hospitality and Tourism Themes,1,1,81,92,95,82%,32%,26%,0.068,,17554225,Emerald,,0.38,,875,0.001,0.247,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",,,,,,,
SOC SCI,American Journal of Political Science,4*,7,4,1,6,39%,30%,9%,2.415,,,,,,,,,,,,,,,,,
SOC SCI,American Journal of Sociology,4*,4*,16,7,9,8,46%,38%,8%,0.931,15375390,University of Chicago Press,4.8,2.13,Q1,23532,0.007,4.75,SOCIOLOGY - SSCI,,,,,,,
SOC SCI,American Political Science Review,4*,14,5,4,7,41%,34%,10%,3.667,,,,,,,,,,,,,,,,,
SOC SCI,American Sociological Review,4*,4*,4,2,2,2,64%,29%,6%,2.817,19398271,SAGE,12.444,4.69,Q1,26488,0.016,8.041,SOCIOLOGY - SSCI,,,,,,,
SOC SCI,Annual Review of Sociology,4*,4*,3,1,5,1,58%,25%,6%,2.408,15452115,Annual Reviews Inc.,10.032,4.17,Q1,15727,0.009,7.213,SOCIOLOGY - SSCI,,,,,,,
SOC SCI,Environment and Planning D: Society and Space,4,4,21,13,16,23,46%,38%,6%,0.296,14723433,SAGE,4.594,1.5,Q2,5358,0.008,2.678,ENVIRONMENTAL STUDIES - SSCI,,,,,,,
SOC SCI,International Organization,4,9,6,3,9,56%,24%,4%,2.609,,,,,,,,,,,,,,,,,
SOC SCI,International Studies Quarterly,4,54,29,19,37,53%,40%,9%,1.064,,,,,,,,,,,,,,,,,
SOC SCI,Journal of Politics,4,40,18,8,26,37%,32%,7%,1.303,,,,,,,,,,,,,,,,,
SOC SCI,Risk Analysis,4,4,24,53,62,34,55%,33%,30%,0.750,15396924,Wiley-Blackwell,4.302,1.29,Q1,13641,0.008,1.028,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE",,,,,,,
SOC SCI,Social Science and Medicine,4,4,20,35,23,19,66%,38%,31%,0.978,18735347,Elsevier,5.379,1.51,Q2,62797,0.05,1.913,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE",,,,,,,
SOC SCI,Socio-Economic Review,4,3,27,19,21,15,62%,45%,14%,1.894,1475147X,Oxford University Press,4.058,1.7,Q1,2591,0.005,2.667,ECONOMICS - SSCI,3.2,1.55,Q1,2700,0.004,1.706,ECONOMICS
SOC SCI,Sociology,4,4,23,11,28,32,40%,25%,6%,0.799,14698684,SAGE,3.371,1.73,Q1,7193,0.006,1.712,SOCIOLOGY - SSCI,,,,,,,
SOC SCI,Antipode,3,3,18,14,15,21,66%,47%,6%,0.562,14678330,Wiley-Blackwell,4.246,1.66,Q1,6033,0.009,2.132,GEOGRAPHY - SSCI,,,,,,,
SOC SCI,British Journal of Sociology,3,3,53,20,41,36,57%,39%,8%,0.645,14684446,Wiley-Blackwell,3.277,1.3,Q1,4350,0.006,2.075,SOCIOLOGY - SSCI,,,,,,,
SOC SCI,Business Strategy and the Environment,3,3,6,17,22,5,88%,46%,13%,0.404,10990836,Wiley-Blackwell,10.801,2.21,Q1,13447,0.009,1.342,BUSINESS - SSCI,12.5,2.67,Q1,22887,0.02,2.068,BUSINESS
SOC SCI,Development and Change,3,3,57,48,46,55,75%,55%,13%,1.803,14677660,Wiley-Blackwell,3.458,1.13,Q2,4300,0.004,1.384,DEVELOPMENT STUDIES - SSCI,,,,,,,
SOC SCI,Economy and Society,3,3,45,44,52,42,60%,36%,7%,0.453,14695766,Taylor & Francis,4.182,1.35,Q1,3245,0.002,1.859,ECONOMICS - SSCI,4,1.49,Q1,3170,0.003,2.446,ECONOMICS
SOC SCI,Electoral Studies,3,3,76,70,37,62,30%,39%,8%,0.626,18736890,Elsevier,2.08,0.93,Q2,4397,0.008,1.652,POLITICAL SCIENCE - SSCI,,,,,,,
SOC SCI,Environmental Science & Technology,3,3,1,33,11,3,55%,45%,53%,0.781,15205851,American Chemical Society,11.357,1.44,Q1,259946,0.138,1.926,"ENGINEERING, ENVIRONMENTAL - SCIE",,,,,,,
SOC SCI,Environmental Science and Policy,3,3,8,41,25,12,89%,48%,45%,2.002,18736416,Elsevier,6.424,1.1,Q1,14710,0.015,1.405,ENVIRONMENTAL SCIENCES - SCIE,,,,,,,
SOC SCI,European Sociological Review,3,3,35,21,17,29,66%,37%,23%,1.837,14682672,Oxford University Press,4.099,1.61,Q1,5076,0.006,2.149,SOCIOLOGY - SSCI,,,,,,,
SOC SCI,Global Networks,3,3,42,46,56,51,59%,42%,5%,0.808,14710374,Wiley-Blackwell,1.968,1.15,Q2,1977,0.002,1.093,ANTHROPOLOGY - SSCI,,,,,,,
SOC SCI,Industrial and Corporate Change,3,3,43,57,33,52,58%,64%,30%,2.493,14643650,Oxford University Press,2.878,0.85,Q4,5112,0.003,1.086,BUSINESS - SSCI,2.8,0.67,Q1,4748,0.004,1.368,ECONOMICS
SOC SCI,Journal of Cultural Economy,3,2,82,78,68,61,38%,35%,11%,0.216,17530369,Taylor & Francis,6.613,1.07,,1323,0.005,2.363,CULTURAL STUDIES - AHCI,1.9,1.01,Q2,1917,0.006,2.946,ECONOMICS
SOC SCI,Journal of Development Studies,3,3,68,58,65,66,88%,54%,32%,3.458,17439140,Taylor & Francis,2.519,0.82,Q2,5895,0.006,0.999,DEVELOPMENT STUDIES - SSCI,1.8,0.7,Q2,5997,0.005,0.986,ECONOMICS
SOC SCI,Journal of European Social Policy,3,3,39,26,44,40,86%,41%,15%,3.099,14617269,SAGE,2.536,1.19,Q3,2333,0.002,1.297,PUBLIC ADMINISTRATION - SSCI,,,,,,,
SOC SCI,Journal of Social Policy,3,3,44,30,47,45,78%,32%,6%,3.010,14697823,Cambridge University Press,2.654,1.52,Q2,2225,0.002,1.169,PUBLIC ADMINISTRATION - SSCI,,,,,,,
SOC SCI,New Political Economy,3,3,25,31,31,33,65%,49%,9%,1.511,14699923,Taylor & Francis,3.625,1.77,Q2,2355,0.005,1.806,ECONOMICS - SSCI,3.8,1.54,Q1,2711,0.005,1.797,ECONOMICS
SOC SCI,Politics and Society,3,3,61,12,36,41,65%,45%,4%,1.065,15527514,SAGE,2.26,1.16,Q2,2153,0.002,1.996,POLITICAL SCIENCE - SSCI,,,,,,,
SOC SCI,Progress in Human Geography,3,3,2,3,6,4,35%,31%,5%,0.566,14770288,SAGE,7.602,3.21,Q1,9876,0.012,3.706,GEOGRAPHY - SSCI,,,,,,,
SOC SCI,Public Opinion Quarterly,3,3,33,23,14,25,25%,24%,18%,0.949,15375331,Oxford University Press,4.122,2.24,Q1,7924,0.007,3.57,COMMUNICATION - SSCI,,,,,,,
SOC SCI,Quarterly Journal of Political Science,3,3,67,54,7,46,50%,36%,9%,0.965,15540634,Now Publishers Inc.,2.688,1.12,Q2,954,0.003,3.493,POLITICAL SCIENCE - SSCI,,,,,,,
SOC SCI,Research in Social Stratification and Mobility,3,69,62,49,60,82%,35%,20%,1.464,,,,,,,,,,,,,,,,,
SOC SCI,Review of International Political Economy,3,3,28,32,24,24,70%,62%,10%,1.809,14664526,Taylor & Francis,4.146,1.65,Q1,3493,0.006,1.943,ECONOMICS - SSCI,3.7,1.56,Q1,3996,0.007,2.224,ECONOMICS
SOC SCI,Social Forces,3,3,37,43,20,30,67%,26%,10%,1.089,15347605,Oxford University Press,5.866,1.87,Q1,10654,0.008,2.797,SOCIOLOGY - SSCI,,,,,,,
SOC SCI,Social Science Research,3,56,63,53,54,58%,30%,13%,0.826,,,,,,,,,,,,,,,,,
SOC SCI,Sociological Methodology,3,3,61,59,60,31%,26%,12%,0.431,,,,,,,,,,,,,,,,,
SOC SCI,Sociological Review,3,3,46,28,30,48,44%,26%,5%,0.285,1467954X,SAGE,2.743,1.34,Q2,4714,0.006,1.625,SOCIOLOGY - SSCI,,,,,,,
SOC SCI,Sociology of Health and Illness,3,4,49,52,51,50,44%,27%,19%,0.343,14679566,Wiley-Blackwell,2.957,1.04,Q2,6288,0.005,1.058,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI",,,,,,,
SOC SCI,"Theory, Culture and Society",3,3,38,15,42,49,16%,43%,4%,0.086,14603616,SAGE,2.517,2.54,,5088,0.006,1.949,CULTURAL STUDIES - AHCI,,,,,,,
SOC SCI,West European Politics,3,3,17,25,10,31,35%,49%,8%,1.255,17439655,Taylor & Francis,4.055,1.88,Q1,4443,0.008,2.234,POLITICAL SCIENCE - SSCI,,,,,,,
SOC SCI,World Development,3,3,12,8,18,13,95%,57%,34%,5.374,0305750X,Elsevier,6.678,2.11,Q1,30560,0.029,2.113,DEVELOPMENT STUDIES - SSCI,5.4,1.91,Q1,30627,0.028,2.003,ECONOMICS
SOC SCI,American Journal of Economics and Sociology,2,2,93,95,93,81,61%,17%,12%,0.222,15367150,Wiley-Blackwell,1.103,0.48,Q4,1044,0.001,0.588,ECONOMICS - SSCI,0.9,0.33,Q3,1107,0.001,0.661,ECONOMICS
SOC SCI,Capital and Class,2,2,84,71,78,42%,27%,6%,0.371,,03098168,SAGE,,0.76,,571,0.001,0.617,POLITICAL SCIENCE - ESCI,,,,,,,
SOC SCI,Critical Social Policy,2,2,36,39,50,53,81%,24%,6%,1.126,1461703X,SAGE,1.802,1.36,Q3,1600,0.002,1.03,SOCIAL ISSUES - SSCI,,,,,,,
SOC SCI,Current Sociology,2,2,60,40,66,59,51%,38%,9%,0.349,14617064,SAGE,2.489,1.01,Q2,2742,0.004,1.207,SOCIOLOGY - SSCI,,,,,,,
SOC SCI,Evaluation,2,2,64,56,63,57,35%,25%,24%,1.263,14617153,SAGE,2.763,1.27,Q2,1564,0.001,0.941,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI",,,,,,,
SOC SCI,Futures,2,2,34,55,57,44,47%,39%,22%,0.848,18736378,Elsevier,3.788,1.03,Q2,5825,0.004,0.822,ECONOMICS - SSCI,3,0.81,Q1,5771,0.003,0.735,ECONOMICS
SOC SCI,Geoforum,2,2,30,51,29,27,73%,43%,11%,0.740,18729398,Elsevier,3.926,1.41,Q1,11808,0.015,1.393,GEOGRAPHY - SSCI,,,,,,,
SOC SCI,Habitat International,2,11,42,39,16,90%,45%,31%,0.292,,,,,,,,,,,,,,,,,
SOC SCI,Human Organization,2,2,89,92,84,77,73%,19%,22%,0.152,19383525,Society for Applied Anthropology,1.322,0.6,Q3,1621,0.0,0.295,ANTHROPOLOGY - SSCI,,,,,,,
SOC SCI,Information Communication and Society,2,2,10,10,12,11,41%,30%,8%,1.241,14684462,Taylor & Francis,5.054,2.37,Q1,7441,0.014,2.407,COMMUNICATION - SSCI,,,,,,,
SOC SCI,International Journal of Development Issues,2,2,95,102,101,95%,27%,12%,0.189,,,,,,,,,,,,,,,,,
SOC SCI,International Journal of Green Energy,2,2,65,90,79,70,80%,24%,22%,0.031,15435083,Taylor & Francis,3.206,0.47,Q3,3063,0.002,0.341,ENERGY & FUELS - SCIE,,,,,,,
SOC SCI,International Sociology,2,2,78,67,75,73,57%,42%,7%,0.263,14617242,SAGE,2.535,1.16,Q2,1861,0.001,0.714,SOCIOLOGY - SSCI,,,,,,,
SOC SCI,Journal of Business Law,2,2,,,,,,,,,,,,,,,,,,,,,,,,
SOC SCI,Journal of Consumer Policy,2,2,76,80,73,47%,24%,13%,1.350,,15730700,Springer Nature,,0.46,,1369,0.001,0.624,BUSINESS - ESCI,1.4,0.39,Q3,1159,0.001,0.544,BUSINESS
SOC SCI,Journal of Ethnic and Migration Studies,2,1,31,27,32,35,70%,39%,14%,1.327,14699451,Taylor & Francis,3.53,1.87,Q2,9008,0.016,1.666,DEMOGRAPHY - SSCI,,,,,,,
SOC SCI,Journal of Industrial Ecology,2,2,5,47,27,10,99%,40%,32%,2.182,15309290,Wiley-Blackwell,7.202,0.99,Q2,9220,0.008,1.393,"ENGINEERING, ENVIRONMENTAL - SCIE",,,,,,,
SOC SCI,Journal of Law and Society,2,2,91,73,89,76,43%,31%,4%,0.273,14676478,Wiley-Blackwell,1.431,1.02,Q2,996,0.001,0.594,LAW - SSCI,,,,,,,
SOC SCI,Journal of Risk Research,2,2,50,68,70,63,45%,29%,20%,0.720,14664461,Taylor & Francis,5.346,2.57,Q1,4332,0.005,1.066,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI",,,,,,,
SOC SCI,Kyklos,2,3,72,65,64,69,57%,47%,21%,1.744,14676435,Wiley-Blackwell,1.796,0.75,Q3,1803,0.001,1.019,ECONOMICS - SSCI,1.5,0.52,Q2,1629,0.001,0.692,ECONOMICS
SOC SCI,Land Use Policy,2,15,45,35,18,90%,42%,36%,0.865,,,,,,,,,,,,,,,,,
SOC SCI,Parliamentary Affairs,2,2,75,72,61,74,25%,25%,5%,0.909,14602482,Oxford University Press,1.324,0.8,Q3,1242,0.002,0.912,POLITICAL SCIENCE - SSCI,,,,,,,
SOC SCI,Political Quarterly,2,2,88,81,72,75,33%,6%,4%,1.060,1467923X,Wiley-Blackwell,2.021,0.77,Q2,1331,0.003,0.935,POLITICAL SCIENCE - SSCI,,,,,,,
SOC SCI,Political Studies,2,2,48,36,38,56,44%,35%,4%,0.926,14679248,SAGE,2.546,1.23,Q2,4588,0.006,1.622,POLITICAL SCIENCE - SSCI,,,,,,,
SOC SCI,Research Evaluation,2,2,32,50,45,47,36%,41%,31%,1.471,14715449,Oxford University Press,2.8,0.99,Q2,1770,0.001,0.868,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI,,,,,,,
SOC SCI,Review of Social Economy,2,2,92,94,90,56%,45%,12%,0.155,,14701162,Taylor & Francis,,0.3,,669,0.001,0.476,ECONOMICS - ESCI,1.6,0.49,Q2,682,0.001,0.481,ECONOMICS
SOC SCI,Safety Science,2,13,16,48,20,43%,32%,29%,0.377,,,,,,,,,,,4.7,1,Q1,20058,0.017,0.98,OPERATIONS RESEARCH & MANAGEMENT SCIENCE
SOC SCI,Science and Public Policy,2,2,59,76,67,64,59%,40%,28%,1.589,14715430,Oxford University Press,2.087,0.65,Q4,2787,0.002,0.598,ENVIRONMENTAL STUDIES - SSCI,2.6,0.68,Q2,2772,0.003,0.759,MANAGEMENT
SOC SCI,Science and Society,2,2,99,84,95,80,12%,33%,2%,0.025,19432801,Guilford Press,1.233,0.46,Q3,490,0.001,0.886,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI",,,,,,,
SOC SCI,"Science, Technology and Society",2,2,86,91,92,79,76%,31%,21%,0.102,09730796,SAGE,1.81,0.4,Q4,426,0.0,0.384,MANAGEMENT - SSCI,,,,,,,
SOC SCI,Social Networks,2,2,22,38,26,28,28%,42%,18%,0.205,18792111,Elsevier,4.144,2.05,Q1,7984,0.004,1.593,ANTHROPOLOGY - SSCI,,,,,,,
SOC SCI,Society and Business Review,2,2,102,100,86,65%,33%,13%,0.056,,17465699,Emerald,,0.26,,336,0.0,0.226,BUSINESS - ESCI,3.1,0.68,Q2,530,0,0.385,BUSINESS
SOC SCI,Technology in Society,2,51,60,71,14,62%,42%,17%,0.408,,,,,,,,,,,,,,,,,
SOC SCI,Time and Society,2,2,80,64,76,68,29%,27%,8%,0.148,14617463,SAGE,1.891,1.12,Q3,1149,0.001,0.711,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI",,,,,,,
SOC SCI,Area,1,1,47,69,55,58,50%,35%,9%,0.223,14754762,Wiley-Blackwell,2.057,0.96,Q3,3644,0.004,0.971,GEOGRAPHY - SSCI,,,,,,,
SOC SCI,Arts and the Market,1,23%,40%,16%,0.029,,,,,,,,,,,,,,,0.7,0.15,Q4,74,0,0.167,BUSINESS
SOC SCI,Asia Europe Journal,1,1,83,82,83,78,72%,52%,6%,0.811,16121031,Springer Nature,1.689,0.84,Q3,399,0.0,0.369,INTERNATIONAL RELATIONS - SSCI,,,,,,,
SOC SCI,China Report,1,95,96,97,69%,22%,7%,0.350,,,,,,,,,,,,,,,,,,
SOC SCI,Contemporary Education Dialogue,1,103,97,103,60%,25%,11%,0.021,,,,,,,,,,,,,,,,,,
SOC SCI,Environmental Economics,1,1,106,100%,21%,14%,0.036,,,,,,,,,,,,,,,,,,,
SOC SCI,Ethnic and Racial Studies,1,1,71,49,58,67,45%,29%,6%,0.422,14664356,Taylor & Francis,2.456,1.24,Q2,7412,0.011,1.378,ETHNIC STUDIES - SSCI,,,,,,,
SOC SCI,Evaluation Review,1,70,83,69,72,35%,16%,26%,0.987,,,,,,,,,,,,,,,,,
SOC SCI,Geographical Journal,1,1,29,66,54,38,75%,42%,18%,0.799,14754959,Wiley-Blackwell,3.384,1.02,Q2,3222,0.002,0.996,GEOGRAPHY - SSCI,,,,,,,
SOC SCI,Geopolitics under Globalization,1,,,,,,,,,,,,,,,,,,,,,,,,,
SOC SCI,"Gosudarstvo, Religiia, Tserkov' v Rossii i za Rubezhom / State, Religion",1,105,93,100,24%,9%,11%,0.004,,,,,,,,,,,,,,,,,,
SOC SCI,"International Journal of Law, Crime and Justice",1,1,90,87,87,45%,37%,15%,0.215,,17560616,Elsevier,1.25,0.92,Q4,434,0.001,0.354,CRIMINOLOGY & PENOLOGY - SSCI,,,,,,,
SOC SCI,International Journal of Sociology and Social Policy,1,1,85,89,88,77%,27%,13%,0.384,,17586720,Emerald,,0.91,,1456,0.002,0.462,SOCIOLOGY - ESCI,,,,,,,
SOC SCI,International Journal of Tourism Policy,1,93,103,99,76%,22%,22%,0.011,,,,,,,,,,,,,,,,,,
SOC SCI,International Migration Review,1,1,55,34,43,43,72%,40%,16%,1.950,17477379,Wiley-Blackwell,3.96,1.69,Q2,4874,0.003,1.692,DEMOGRAPHY - SSCI,,,,,,,
SOC SCI,Journal of Asian Security and International Affairs,1,98,98,96,65%,38%,8%,0.409,,,,,,,,,,,,,,,,,,
SOC SCI,Journal of Globalization and Development,1,1,99,77,98,78%,43%,32%,1.561,,,,,,,,,,,,,,,,,
SOC SCI,Journal of Humanities and Applied Social Sciences,1,,,,,,,,,,,,,,,,,,,,,,,,,
SOC SCI,Journal of International Studies,1,1,74,79,81,65%,42%,23%,0.130,,,,,,,,,,,,,,,,,
SOC SCI,Journal of Leadership Studies,1,1,97,104,94,18%,13%,10%,0.029,,1935262X,Wiley-Blackwell,,0.3,,536,0.001,0.327,MANAGEMENT - ESCI,0.5,0.27,Q4,539,0,0.28,MANAGEMENT
SOC SCI,Journal of Studies in International Education,1,1,41,24,34,39,51%,39%,13%,0.450,15527808,SAGE,2.726,1.39,Q2,1982,0.002,1.046,EDUCATION & EDUCATIONAL RESEARCH - SSCI,,,,,,,
SOC SCI,Journal of Trust Research,1,1,58,85,82,28%,39%,6%,0.043,,,,,,,,,,,1.9,0.46,Q3,299,0,0.904,MANAGEMENT
SOC SCI,Management of Environmental Quality,1,1,63,86,77,92%,26%,12%,0.093,,14777835,Emerald,,0.92,,1867,0.001,0.35,ENVIRONMENTAL STUDIES - ESCI,,,,,,,
SOC SCI,Millennial Asia,1,104,101,102,77%,24%,14%,0.127,,,,,,,,,,,,,,,,,,
SOC SCI,Négociations,1,1,,,,,,,,,,,,,,,,,,,,,,,,
SOC SCI,Philosophy of Management,1,87,99,91,23%,28%,8%,0.097,,,,,,,,,,,,1,0.28,Q4,254,0,0.202,MANAGEMENT
SOC SCI,Policy Sciences,1,1,26,37,40,22,46%,29%,12%,1.402,15730891,Springer Nature,5.121,1.87,Q1,3275,0.003,1.95,PUBLIC ADMINISTRATION - SSCI,,,,,,,
